pmid;title/abstract;sentence_id;sentence;plant;disease;relation;trigger;e1start;e1end;e2start;e2end
21291361;a;5;In rabbits fed cholesterol and human experimental studies, these studies imply HSE could be pursued as atherosclerosis chemopreventive agents as they inhibit LDL oxidation, foam cell formation, as well as smooth muscle cell migration and proliferation. ;HSE;atherosclerosis;Treatment_of_disease;o;79;82;103;118
21291361;a;8; HAs and HPE were demonstrated to cause cancer cell apoptosis, especially in leukemia and gastric cancer. ;HAs;cancer;Treatment_of_disease;x;1;4;40;46
21291361;a;8; HAs and HPE were demonstrated to cause cancer cell apoptosis, especially in leukemia and gastric cancer. ;HAs;leukemia;Treatment_of_disease;x;1;4;77;85
21291361;a;8; HAs and HPE were demonstrated to cause cancer cell apoptosis, especially in leukemia and gastric cancer . ;HAs;gastric cancer;Treatment_of_disease;x;1;4;90;104
21291361;a;8;HAs and HPE were demonstrated to cause cancer cell apoptosis, especially in leukemia and gastric cancer. ;HPE;cancer;Treatment_of_disease;x;8;11;39;45
21291361;a;8;HAs and HPE were demonstrated to cause cancer cell apoptosis, especially in leukemia and gastric cancer. ;HPE;leukemia;Treatment_of_disease;x;8;11;76;84
21291361;a;8;HAs and HPE were demonstrated to cause cancer cell apoptosis, especially in leukemia and gastric cancer . ;HPE;gastric cancer;Treatment_of_disease;x;8;11;89;103
21291361;a;9;More recent studies investigated the protective effect of HSE and HPE in streptozotocin induced diabetic nephropathy . ;HSE;diabetic nephropathy;Treatment_of_disease;o;58;61;96;116
21291361;a;9;More recent studies investigated the protective effect of HSE and HPE in streptozotocin induced diabetic nephropathy . ;HPE;diabetic nephropathy;Treatment_of_disease;o;66;69;96;116
21291361;a;10;From all these studies, it is clear that various H. sabdariffa extracts exhibit activities against atherosclerosis , liver disease, cancer, diabetes and other metabolic syndromes. ;H. sabdariffa;atherosclerosis;Treatment_of_disease;o;49;62;99;114
21291361;a;10;From all these studies, it is clear that various H. sabdariffa extracts exhibit activities against atherosclerosis, liver disease , cancer, diabetes and other metabolic syndromes. ;H. sabdariffa;liver disease;Treatment_of_disease;o;49;62;116;129
21291361;a;10;From all these studies, it is clear that various H. sabdariffa extracts exhibit activities against atherosclerosis, liver disease, cancer , diabetes and other metabolic syndromes. ;H. sabdariffa;cancer;Treatment_of_disease;o;49;62;131;137
21291361;a;10;From all these studies, it is clear that various H. sabdariffa extracts exhibit activities against atherosclerosis, liver disease, cancer, diabetes and other metabolic syndromes. ;H. sabdariffa;diabetes;Treatment_of_disease;o;49;62;139;147
21291361;a;10;From all these studies, it is clear that various H. sabdariffa extracts exhibit activities against atherosclerosis, liver disease, cancer, diabetes and other metabolic syndromes . ;H. sabdariffa;metabolic syndromes;Treatment_of_disease;o;49;62;158;177
21384460;t;0;Association between areca -stimulated vimentin expression and the progression of head and neck cancers . ;areca;head and neck cancers;Negative;o;20;25;81;102
21384460;a;0;BACKGROUND: Areca nut chewing is a common oral habit of Asians that is closely associated with the high incidence of head and neck carcinoma . ;Areca nut;head and neck carcinoma;Cause_of_disease;o;12;21;117;140
21384460;a;1;The purpose of this study was to investigate the impacts of areca nut chewing on neoplastic process of head and neck carcinoma . ;areca nut;head and neck carcinoma;Negative;o;60;69;103;126
21384460;a;2;METHODS: Head and neck carcinoma cells were treated with areca nut extract to perceive the phenotypic impacts. ;areca nut;Head and neck carcinoma;Negative;o;57;66;9;32
21384460;a;3; Tumor tissues were analyzed with immunohistochemistry (IHC) to understand the association between areca -associated molecular changes and clinical variables. ;areca;Tumor;Negative;o;99;104;1;6
21384460;a;4;RESULTS: Upon treatment with areca nut extract, carcinoma cells showed the increase of vimentin. ;areca nut;carcinoma;Negative;o;29;38;48;57
21384460;a;9;CONCLUSION: Areca -modulated vimentin expression enhanced the progression of head and neck carcinoma . ;Areca;head and neck carcinoma;Cause_of_disease;o;12;17;77;100
21685250;t;0; Tobacco smoking and cutaneous squamous cell carcinoma : a 16-year longitudinal population-based study. ;Tobacco;cutaneous squamous cell carcinoma;Negative;o;1;8;21;54
21685250;a;0;BACKGROUND: Although tobacco smoking is commonly cited as a risk factor for cutaneous squamous cell carcinoma (SCC), the evidence from previous clinical and case-control studies is conflicting. ;tobacco;cutaneous squamous cell carcinoma;Cause_of_disease;o;21;28;76;109
21685250;a;0;BACKGROUND: Although tobacco smoking is commonly cited as a risk factor for cutaneous squamous cell carcinoma ( SCC ), the evidence from previous clinical and case-control studies is conflicting. ;tobacco;SCC;Cause_of_disease;o;21;28;112;115
21685250;a;1;We therefore aimed to prospectively examine the role of tobacco smoking in the development of SCC of the skin in a population-based study. ;tobacco;SCC;Negative;o;56;63;94;97
21685250;a;8;CONCLUSIONS: In this Australian follow-up study, tobacco smoking did not increase the risk of SCC of the skin. ;tobacco;SCC;Negative;o;49;56;94;97
21685250;a;9;IMPACT: These prospective adjusted data provide strong evidence which suggests that cutaneous SCC should not be on the list of tobacco -related cancers . ;tobacco;cancers;Cause_of_disease;o;127;134;144;151
21685250;a;9;IMPACT: These prospective adjusted data provide strong evidence which suggests that cutaneous SCC should not be on the list of tobacco -related cancers. ;tobacco;SCC;Negative;o;127;134;94;97
21688009;t;0; Lemon verbena infusion consumption attenuates oxidative stress in dextran sulfate sodium-induced colitis in the rat. ;Lemon verbena;colitis;Treatment_of_disease;o;1;14;98;105
21688009;a;4;AIMS: This study evaluated the preventive effects of lemon verbena infusion consumption against mild-to-moderate dextran sulfate sodium (DSS)-induced colitis in rats. ;lemon verbena;colitis;Negative;o;53;66;150;157
21688009;a;13;CONCLUSION: Our study shows that the preventive consumption of lemon verbena infusion offered some antioxidative protection during experimental colitis by stimulating SOD activity and decreasing lipid peroxidation. ;lemon verbena;colitis;Treatment_of_disease;o;63;76;144;151
21750018;t;0;Dietary wolfberry ameliorates retinal structure abnormalities in db/db mice at the early stage of diabetes . ;wolfberry;diabetes;Treatment_of_disease;o;8;17;98;106
21750018;t;0;Dietary wolfberry ameliorates retinal structure abnormalities in db/db mice at the early stage of diabetes. ;wolfberry;retinal structure abnormalities;Treatment_of_disease;o;8;17;30;61
21750018;a;2; Wolfberry is a traditional Asian fruit consumed for years to prevent aging eye diseases in Asian countries. ;Wolfberry;eye diseases;Treatment_of_disease;o;1;10;76;88
21750018;a;3;Here we report that dietary wolfberry ameliorated mouse retinal abnormality at the early stage of type 2 diabetes in db/db mice. ;wolfberry;retinal abnormality;Treatment_of_disease;o;28;37;56;75
21750018;a;3;Here we report that dietary wolfberry ameliorated mouse retinal abnormality at the early stage of type 2 diabetes in db/db mice. ;wolfberry;type 2 diabetes;Treatment_of_disease;o;28;37;98;113
21750018;a;11;Taken together, dietary wolfberry on retinal protection in diabetic mice is, at least partially, due to zeaxanthin and/or lutein. ;wolfberry;diabetic;Negative;o;24;33;59;67
21840559;a;0;The ethanol extract from the dried exudate of Bursera fagaroides (Burseraceae) showed significant cytotoxic activity in the HT-29 (human colon adenocarcinoma ) test system. ;Bursera fagaroides;colon adenocarcinoma;Treatment_of_disease;o;46;64;137;157
21840559;a;0;The ethanol extract from the dried exudate of Bursera fagaroides ( Burseraceae ) showed significant cytotoxic activity in the HT-29 (human colon adenocarcinoma ) test system. ;Burseraceae;colon adenocarcinoma;Treatment_of_disease;o;67;78;139;159
21849094;t;0;Benefits of whole ginger extract in prostate cancer . ;ginger;prostate cancer;Treatment_of_disease;o;18;24;36;51
21849094;a;3;Here, we show that whole ginger extract (GE) exerts significant growth-inhibitory and death-inductory effects in a spectrum of prostate cancer cells. ;ginger;prostate cancer;Treatment_of_disease;o;25;31;127;142
21849094;a;3;Here, we show that whole ginger extract ( GE ) exerts significant growth-inhibitory and death-inductory effects in a spectrum of prostate cancer cells. ;GE;prostate cancer;Treatment_of_disease;o;42;44;129;144
21849094;a;4;Comprehensive studies have confirmed that GE perturbed cell-cycle progression, impaired reproductive capacity, modulated cell-cycle and apoptosis regulatory molecules and induced a caspase-driven, mitochondrially mediated apoptosis in human prostate cancer cells. ;GE;prostate cancer;Treatment_of_disease;x;42;44;241;256
21849094;a;5;Remarkably, daily oral feeding of 100 mg/kg body weight of GE inhibited growth and progression of PC-3 xenografts by approximately 56 % in nude mice, as shown by measurements of tumour volume. ;GE;tumour;Treatment_of_disease;x;59;61;178;184
21849094;a;6; Tumour tissue from GE -treated mice showed reduced proliferation index and widespread apoptosis compared with controls, as determined by immunoblotting and immunohistochemical methods. ;GE;Tumour;Treatment_of_disease;x;20;22;1;7
21849094;a;7;Most importantly, GE did not exert any detectable toxicity in normal, rapidly dividing tissues such as gut and bone marrow. ;GE;toxicity;Negative;o;18;20;50;58
21849094;a;8;To the best of our knowledge, this is the first report to demonstrate the in vitro and in vivo anticancer activity of whole GE for the management of prostate cancer . ;GE;prostate cancer;Treatment_of_disease;o;124;126;149;164
21894150;t;0;Vision preservation during retinal inflammation by anthocyanin-rich bilberry extract: cellular and molecular mechanism. ;bilberry;retinal inflammation;Treatment_of_disease;o;68;76;27;47
21894150;a;5;At the cellular level, we found that the EIU -associated rhodopsin decreased and the shortening of outer segments in photoreceptor cells were suppressed in the bilberry -extract-treated animals. ;bilberry;EIU;Negative;o;160;168;41;44
21894150;a;7;In addition to its anti-inflammatory effect, the anthocyanin-rich bilberry extract ameliorated the intracellular elevation of reactive oxygen species and activated NF-kB, a redox-sensitive transcription factor, in the inflamed retina . ;bilberry;inflamed retina;Treatment_of_disease;x;66;74;218;233
21894150;a;8;Our findings indicate that anthocyanin-rich bilberry extract has a protective effect on visual function during retinal inflammation . ;bilberry;retinal inflammation;Treatment_of_disease;o;44;52;111;131
21933433;t;0;In vitro antioxidant and anticancer activity of young Zingiber officinale against human breast carcinoma cell lines. ;Zingiber officinale;breast carcinoma;Treatment_of_disease;o;54;73;88;104
21933433;a;1;The present work is aimed to find out antioxidant and anticancer activities of two Bangladeshi ginger varieties (Fulbaria and Syedpuri) at young age grown under ambient (400 mol/mol) and elevated (800 mol/mol) CO2 concentrations against two human breast cancer cell lines (MCF-7 and MDA-MB-231). ;ginger;breast cancer;Negative;o;95;101;247;260
21933433;a;6;The results showed that enriched ginger extract (rhizomes) exhibited the highest anticancer activity on MCF-7 cancer cells with IC50 values of 34.8 and 25.7 g/ml for Fulbaria and Syedpuri respectively. ;ginger;cancer;Negative;o;33;39;85;91
21933433;a;9;The use of ginger grown under elevated CO2 concentration may have potential in the treatment and prevention of cancer . ;ginger;cancer;Treatment_of_disease;o;11;17;111;117
21972295;t;0;Projected effects of tobacco smoking on worldwide tuberculosis control: mathematical modelling analysis. ;tobacco;tuberculosis;Negative;o;21;28;50;62
21972295;a;7;The model estimated that aggressive tobacco control (achieving a 1% decrease in smoking prevalence per year down to eradication) would avert 27 million smoking attributable deaths from tuberculosis by 2050. ;tobacco;tuberculosis;Negative;o;36;43;185;197
21972295;a;8;However, if the prevalence of smoking increased to 50% of adults (as observed in countries with high tobacco use), the model estimated that 34 million additional deaths from tuberculosis would occur by 2050. ;tobacco;tuberculosis;Negative;o;101;108;174;186
21972295;a;9;CONCLUSIONS: Tobacco smoking could substantially increase tuberculosis cases and deaths worldwide in coming years, undermining progress towards tuberculosis mortality targets. ;Tobacco;tuberculosis;Cause_of_disease;o;13;20;58;70
21972295;a;9;CONCLUSIONS: Tobacco smoking could substantially increase tuberculosis cases and deaths worldwide in coming years, undermining progress towards tuberculosis mortality targets. ;Tobacco;tuberculosis;Negative;o;13;20;58;70
21972295;a;10;Aggressive tobacco control could avert millions of deaths from tuberculosis . ;tobacco;tuberculosis;Cause_of_disease;x;11;18;63;75
22012859;a;0;Elastase is the only currently identified target protein for indole-3-carbinol (I3C), a naturally occurring hydrolysis product of glucobrassicin in cruciferous vegetables such as broccoli , cabbage, and Brussels sprouts that induces a cell cycle arrest and apoptosis of human breast cancer cells. ;broccoli;breast cancer;Treatment_of_disease;x;179;187;276;289
22012859;a;0;Elastase is the only currently identified target protein for indole-3-carbinol (I3C), a naturally occurring hydrolysis product of glucobrassicin in cruciferous vegetables such as broccoli, cabbage , and Brussels sprouts that induces a cell cycle arrest and apoptosis of human breast cancer cells. ;cabbage;breast cancer;Treatment_of_disease;x;189;196;276;289
22012859;a;0;Elastase is the only currently identified target protein for indole-3-carbinol (I3C), a naturally occurring hydrolysis product of glucobrassicin in cruciferous vegetables such as broccoli, cabbage, and Brussels sprouts that induces a cell cycle arrest and apoptosis of human breast cancer cells. ;Brussels sprouts;breast cancer;Treatment_of_disease;x;202;218;275;288
22012859;a;0;Elastase is the only currently identified target protein for indole-3-carbinol (I3C), a naturally occurring hydrolysis product of glucobrassicin in cruciferous vegetables such as broccoli, cabbage, and Brussels sprouts that induces a cell cycle arrest and apoptosis of human breast cancer cells. ;cruciferous vegetables;breast cancer;Treatment_of_disease;x;148;170;275;288
22013392;t;0;Toward the identification of communities with increased tobacco -associated cancer burden: Application of spatial modeling techniques. ;tobacco;cancer;Cause_of_disease;o;56;63;76;82
22013392;a;1;Identifying areas with higher than average cancer risk and smoking rates, then targeting those areas for intervention, is one approach to more rapidly lower the overall tobacco disease burden in a given state. ;tobacco;cancer;Negative;o;169;176;43;49
22013392;a;2;Our research team used spatial modeling techniques to identify areas in Florida with higher than expected tobacco -associated cancer incidence clusters. ;tobacco;cancer;Cause_of_disease;o;106;113;126;132
22013392;a;3;MATERIALS AND METHODS: Geocoded tobacco -associated incident cancer data from 1998 to 2002 from the Florida Cancer Data System were used. ;tobacco;cancer;Cause_of_disease;o;32;39;61;67
22013392;a;4; Tobacco -associated cancers included lung, esophageal, and H/N cancers. ;Tobacco;cancers;Cause_of_disease;o;1;8;21;28
22013392;a;4; Tobacco -associated cancers included lung, esophageal, and H/N cancers . ;Tobacco;H/N cancers;Cause_of_disease;o;1;8;60;71
22013392;a;4; Tobacco -associated cancers included lung, esophageal, and H/N cancers . ;Tobacco;lung, esophageal, and H/N cancers;Cause_of_disease;o;1;8;38;71
22013392;a;4; Tobacco -associated cancers included lung, esophageal, and H/N cancers . ;Tobacco;esophageal, and H/N cancers;Cause_of_disease;o;1;8;44;71
22013392;a;5;SaTScan was used to identify geographic areas that had statistically significant (P<0.10) excess age-adjusted rates of tobacco -associated cancers . ;tobacco;cancers;Cause_of_disease;o;119;126;139;146
22013392;a;20;However, spatial analyses may be most useful when examining incident clusters where several tobacco -associated cancer clusters overlap. ;tobacco;cancer;Cause_of_disease;o;92;99;112;118
22013392;a;21;Focusing on overlapping cancer clusters may help investigators identify priority areas for further screening, detailed assessments of tobacco use, and/or prevention and cessation interventions to decrease risk. ;tobacco;cancer;Negative;o;134;141;24;30
22088277;a;0;Epidemiological evidence shows that regular consumption of Brassicaceae is associated with a reduced risk of cancer and heart disease. ;Brassicaceae;cancer;Treatment_of_disease;o;59;71;109;115
22088277;a;0;Epidemiological evidence shows that regular consumption of Brassicaceae is associated with a reduced risk of cancer and heart disease . ;Brassicaceae;heart disease;Treatment_of_disease;o;59;71;120;133
22114531;a;0; Coriander has been recommended for the relief of pain , anxiety, flatulence, and loss of appetite. ;Coriander;pain;Treatment_of_disease;o;1;10;50;54
22114531;a;0; Coriander has been recommended for the relief of pain, anxiety , flatulence, and loss of appetite. ;Coriander;anxiety;Treatment_of_disease;o;1;10;56;63
22114531;a;0; Coriander has been recommended for the relief of pain, anxiety, flatulence , and loss of appetite. ;Coriander;flatulence;Treatment_of_disease;o;1;10;65;75
22114531;a;0; Coriander has been recommended for the relief of pain, anxiety, flatulence, and loss of appetite . ;Coriander;loss of appetite;Treatment_of_disease;o;1;10;81;97
22114531;a;1;In traditional medicine, it is believed that coriander can induce some degree of amnesia in a child when his/her mother uses coriander during the pregnancy. ;coriander;amnesia;Treatment_of_disease;o;45;54;81;88
22114531;a;1;In traditional medicine, it is believed that coriander can induce some degree of amnesia in a child when his/her mother uses coriander during the pregnancy. ;coriander;amnesia;Negative;o;45;54;81;88
22114531;a;7;No modification in the pain threshold was elicited by electric stimuli both in coriander and control groups. ;coriander;pain;Negative;o;79;88;23;27
22257133;t;0;Perceived health risks, attitude and readiness to quit tobacco among euthymic bipolar disorder patients in regular contact with mental health services: an exploratory study from India. ;tobacco;euthymic bipolar disorder;Negative;o;55;62;69;94
22257133;a;0;BACKGROUND: Patients with bipolar disorder (BD) are at higher risk of tobacco -related harm compared with general population. ;tobacco;bipolar disorder;Cause_of_disease;o;70;77;26;42
22257133;a;0;BACKGROUND: Patients with bipolar disorder ( BD ) are at higher risk of tobacco -related harm compared with general population. ;tobacco;BD;Cause_of_disease;o;72;79;45;47
22257133;a;2;AIM: The study aims to explore the perceived health risks, attitude and readiness to quit tobacco among euthymic BD patients. ;tobacco;BD;Negative;o;90;97;113;115
22257133;a;8;The non-readiness to change tobacco use was predicted by difficulty in quitting due to mood disorder (odds ratio (OR) 0.229) and a higher perceived ability to quit (OR 0.328). ;tobacco;mood disorder;Negative;o;28;35;87;100
22257133;a;9;CONCLUSION: The knowledge and risk perception for tobacco remains inadequate even among the stable BD type I patients in regular contact with mental health services. ;tobacco;BD type I;Negative;o;50;57;99;108
22272893;a;0;The aim of this review is to summarize present knowledge of genetic variation in cytochrome P450 1B1 (CYP1B1) and 2C9 (CYP2C9) genes and risk of tobacco -related cancer , female cancer, chronic obstructive pulmonary disease and ischemic vascular disease. ;tobacco;cancer;Cause_of_disease;o;145;152;162;168
22272893;a;0;The aim of this review is to summarize present knowledge of genetic variation in cytochrome P450 1B1 (CYP1B1) and 2C9 (CYP2C9) genes and risk of tobacco -related cancer, female cancer , chronic obstructive pulmonary disease and ischemic vascular disease. ;tobacco;cancer;Cause_of_disease;o;145;152;162;168
22272893;a;0;The aim of this review is to summarize present knowledge of genetic variation in cytochrome P450 1B1 (CYP1B1) and 2C9 (CYP2C9) genes and risk of tobacco -related cancer, female cancer, chronic obstructive pulmonary disease and ischemic vascular disease. ;tobacco;chronic obstructive pulmonary disease;Cause_of_disease;o;145;152;185;222
22272893;a;0;The aim of this review is to summarize present knowledge of genetic variation in cytochrome P450 1B1 (CYP1B1) and 2C9 (CYP2C9) genes and risk of tobacco -related cancer, female cancer, chronic obstructive pulmonary disease and ischemic vascular disease . ;tobacco;ischemic vascular disease;Cause_of_disease;o;145;152;227;252
22272893;a;5;Recently, large studies on the association between genetic variation in CYP1B1 and CYP2C9 and risk of disease with considerable statistical power rebutted the hypotheses that these genetic variants affect risk of tobacco -related cancer , female cancer, chronic obstructive pulmonary disease and ischemic vascular disease. ;tobacco;cancer;Cause_of_disease;o;213;220;230;236
22272893;a;5;Recently, large studies on the association between genetic variation in CYP1B1 and CYP2C9 and risk of disease with considerable statistical power rebutted the hypotheses that these genetic variants affect risk of tobacco -related cancer, female cancer , chronic obstructive pulmonary disease and ischemic vascular disease. ;tobacco;cancer;Cause_of_disease;o;213;220;230;236
22272893;a;5;Recently, large studies on the association between genetic variation in CYP1B1 and CYP2C9 and risk of disease with considerable statistical power rebutted the hypotheses that these genetic variants affect risk of tobacco -related cancer, female cancer, chronic obstructive pulmonary disease and ischemic vascular disease. ;tobacco;chronic obstructive pulmonary disease;Cause_of_disease;o;213;220;253;290
22272893;a;5;Recently, large studies on the association between genetic variation in CYP1B1 and CYP2C9 and risk of disease with considerable statistical power rebutted the hypotheses that these genetic variants affect risk of tobacco -related cancer, female cancer, chronic obstructive pulmonary disease and ischemic vascular disease . ;tobacco;ischemic vascular disease;Cause_of_disease;o;213;220;295;320
22471470;t;0; Fenugreek , a naturally occurring edible spice, kills MCF-7 human breast cancer cells via an apoptotic pathway. ;Fenugreek;breast cancer;Treatment_of_disease;x;1;10;67;80
22471470;a;1;Trigonella foenum graecum ( Fenugreek ) is traditionally applied to treat disorders such as diabetes , high cholesterol, wounds, inflammation, and gastrointestinal ailments. ;Fenugreek;diabetes;Treatment_of_disease;o;28;37;92;100
22471470;a;1;Trigonella foenum graecum ( Fenugreek ) is traditionally applied to treat disorders such as diabetes, high cholesterol, wounds, inflammation, and gastrointestinal ailments . ;Fenugreek;gastrointestinal ailments;Treatment_of_disease;o;28;37;146;171
22471470;a;1;Trigonella foenum graecum ( Fenugreek ) is traditionally applied to treat disorders such as diabetes, high cholesterol, wounds, inflammation , and gastrointestinal ailments. ;Fenugreek;inflammation;Treatment_of_disease;o;28;37;128;140
22471470;a;1;Trigonella foenum graecum ( Fenugreek ) is traditionally applied to treat disorders such as diabetes, high cholesterol , wounds, inflammation, and gastrointestinal ailments. ;Fenugreek;high cholesterol;Treatment_of_disease;o;28;37;102;118
22471470;a;1;Trigonella foenum graecum ( Fenugreek ) is traditionally applied to treat disorders such as diabetes, high cholesterol, wounds , inflammation, and gastrointestinal ailments. ;Fenugreek;wounds;Treatment_of_disease;o;28;37;120;126
22471470;a;1; Trigonella foenum graecum (Fenugreek) is traditionally applied to treat disorders such as diabetes , high cholesterol, wounds, inflammation, and gastrointestinal ailments. ;Trigonella foenum graecum;diabetes;Treatment_of_disease;o;1;26;91;99
22471470;a;1; Trigonella foenum graecum (Fenugreek) is traditionally applied to treat disorders such as diabetes, high cholesterol, wounds, inflammation, and gastrointestinal ailments . ;Trigonella foenum graecum;gastrointestinal ailments;Treatment_of_disease;o;1;26;145;170
22471470;a;1; Trigonella foenum graecum (Fenugreek) is traditionally applied to treat disorders such as diabetes, high cholesterol, wounds, inflammation , and gastrointestinal ailments. ;Trigonella foenum graecum;inflammation;Treatment_of_disease;o;1;26;127;139
22471470;a;1; Trigonella foenum graecum (Fenugreek) is traditionally applied to treat disorders such as diabetes, high cholesterol , wounds, inflammation, and gastrointestinal ailments. ;Trigonella foenum graecum;high cholesterol;Treatment_of_disease;o;1;26;101;117
22471470;a;1; Trigonella foenum graecum (Fenugreek) is traditionally applied to treat disorders such as diabetes, high cholesterol, wounds , inflammation, and gastrointestinal ailments. ;Trigonella foenum graecum;wounds;Treatment_of_disease;o;1;26;119;125
22489319;a;0;Oxyresveratrol is a potent antioxidant and free-radical scavenger found in mulberry wood ( Morus alba L .) with demonstrated protective effects against cerebral ischemia . ;Morus alba L;cerebral ischemia;Treatment_of_disease;o;91;103;152;169
22489319;a;0;Oxyresveratrol is a potent antioxidant and free-radical scavenger found in mulberry wood (Morus alba L.) with demonstrated protective effects against cerebral ischemia . ;mulberry wood;cerebral ischemia;Treatment_of_disease;o;75;88;150;167
22648725;a;0;BACKGROUND: Olive oil consumption is associated with a decreased risk of several chronic diseases , in particular cardiovascular disease (CVD). ;Olive;chronic diseases;Treatment_of_disease;o;12;17;81;97
22648725;a;0;BACKGROUND: Olive oil consumption is associated with a decreased risk of several chronic diseases, in particular cardiovascular disease (CVD). ;Olive;cardiovascular disease;Treatment_of_disease;o;12;17;113;135
22648725;a;0;BACKGROUND: Olive oil consumption is associated with a decreased risk of several chronic diseases, in particular cardiovascular disease ( CVD ). ;Olive;CVD;Treatment_of_disease;o;12;17;138;141
22648725;a;2;OBJECTIVE: We evaluated the association between olive oil and overall and cause-specific mortality in the Spanish population in the European Prospective Investigation into Cancer and Nutrition (EPIC-Spain). ;olive;Cancer;Negative;o;48;53;172;178
22648725;a;4;The association between olive oil (analyzed as a categorical and continuous variable) and overall and cause-specific mortality ( CVD , cancer, and other causes) was analyzed by using Cox proportional hazards regression models adjusted for potential confounders. ;olive;CVD;Negative;o;24;29;129;132
22648725;a;4;The association between olive oil (analyzed as a categorical and continuous variable) and overall and cause-specific mortality (CVD, cancer , and other causes) was analyzed by using Cox proportional hazards regression models adjusted for potential confounders. ;olive;cancer;Negative;o;24;29;133;139
22648725;a;6;In comparison with nonconsumers, the highest quartile of olive oil consumption was associated with a 26% (95% CI: 13%, 36%) reduction in risk of overall mortality and a 44% (95% CI: 21%, 60%) reduction in CVD mortality. ;olive;CVD;Treatment_of_disease;o;57;62;205;208
22648725;a;7;For each increase in olive oil of 10 g 2000 kcal d , there was a 7% (95% CI: 3%, 10%) decreased risk of overall mortality and a 13% (95% CI: 6%, 20%) decreased risk of CVD mortality. ;olive;CVD;Treatment_of_disease;o;21;26;168;171
22648725;a;8;No significant association was observed between olive oil and cancer mortality. ;olive;cancer;Negative;o;48;53;62;68
22648725;a;9;CONCLUSIONS: Olive oil was associated with a decreased risk of overall mortality and an important reduction in CVD mortality in this large Mediterranean cohort. ;Olive;CVD;Treatment_of_disease;o;13;18;111;114
22676449;t;0; Areca nut chewing and systemic inflammation : evidence of a common pathway for systemic diseases. ;Areca;systemic inflammation;Negative;o;1;6;23;44
22676449;t;0; Areca nut chewing and systemic inflammation: evidence of a common pathway for systemic diseases . ;Areca;systemic diseases;Negative;o;1;6;79;96
22676449;a;1; Diabetes , hypertension, cardiovascular diseases, oropharyngeal and oesophageal cancers have been associated with areca nut chewing and the mechanism by which areca nut chewing increases the risk of systemic diseases remains elusive. ;areca;Diabetes;Cause_of_disease;o;115;120;1;9
22676449;a;1;Diabetes, hypertension , cardiovascular diseases, oropharyngeal and oesophageal cancers have been associated with areca nut chewing and the mechanism by which areca nut chewing increases the risk of systemic diseases remains elusive. ;areca;hypertension;Cause_of_disease;o;114;119;10;22
22676449;a;1;Diabetes, hypertension, cardiovascular diseases , oropharyngeal and oesophageal cancers have been associated with areca nut chewing and the mechanism by which areca nut chewing increases the risk of systemic diseases remains elusive. ;areca;cardiovascular diseases;Cause_of_disease;o;114;119;24;47
22676449;a;1;Diabetes, hypertension, cardiovascular diseases, oropharyngeal and oesophageal cancers have been associated with areca nut chewing and the mechanism by which areca nut chewing increases the risk of systemic diseases remains elusive. ;areca;oropharyngeal and oesophageal cancers;Cause_of_disease;o;113;118;49;86
22676449;a;1;Diabetes, hypertension, cardiovascular diseases, oropharyngeal and oesophageal cancers have been associated with areca nut chewing and the mechanism by which areca nut chewing increases the risk of systemic diseases remains elusive. ;areca;systemic diseases;Cause_of_disease;o;113;118;198;215
22676449;a;1;Diabetes, hypertension, cardiovascular diseases, oropharyngeal and oesophageal cancers have been associated with areca nut chewing and the mechanism by which areca nut chewing increases the risk of systemic diseases remains elusive. ;areca;oesophageal cancers;Cause_of_disease;o;113;118;67;86
22676449;a;1; Diabetes , hypertension, cardiovascular diseases, oropharyngeal and oesophageal cancers have been associated with areca nut chewing and the mechanism by which areca nut chewing increases the risk of systemic diseases remains elusive. ;areca;Diabetes;Cause_of_disease;o;115;120;1;9
22676449;a;1;Diabetes, hypertension , cardiovascular diseases, oropharyngeal and oesophageal cancers have been associated with areca nut chewing and the mechanism by which areca nut chewing increases the risk of systemic diseases remains elusive. ;areca;hypertension;Cause_of_disease;o;114;119;10;22
22676449;a;1;Diabetes, hypertension, cardiovascular diseases , oropharyngeal and oesophageal cancers have been associated with areca nut chewing and the mechanism by which areca nut chewing increases the risk of systemic diseases remains elusive. ;areca;cardiovascular diseases;Cause_of_disease;o;114;119;24;47
22676449;a;1;Diabetes, hypertension, cardiovascular diseases, oropharyngeal and oesophageal cancers have been associated with areca nut chewing and the mechanism by which areca nut chewing increases the risk of systemic diseases remains elusive. ;areca;oropharyngeal and oesophageal cancers;Cause_of_disease;o;113;118;49;86
22676449;a;1;Diabetes, hypertension, cardiovascular diseases, oropharyngeal and oesophageal cancers have been associated with areca nut chewing and the mechanism by which areca nut chewing increases the risk of systemic diseases remains elusive. ;areca;systemic diseases;Cause_of_disease;o;113;118;198;215
22676449;a;1;Diabetes, hypertension, cardiovascular diseases, oropharyngeal and oesophageal cancers have been associated with areca nut chewing and the mechanism by which areca nut chewing increases the risk of systemic diseases remains elusive. ;areca;oesophageal cancers;Cause_of_disease;o;113;118;67;86
22676449;a;2;We hypothesize that systemic inflammation may be elevated among areca nut users, which is linked with many systemic diseases. ;areca;systemic inflammation;Negative;o;64;69;20;41
22676449;a;2;We hypothesize that systemic inflammation may be elevated among areca nut users, which is linked with many systemic diseases . ;areca;systemic diseases;Negative;o;64;69;107;124
